Input.Video,Answer.1start,Answer.1end,Answer.1action,Answer.1justification,Answer.2start,Answer.2end,Answer.2action,Answer.2justification,Answer.3start,Answer.3end,Answer.3action,Answer.3justification,Answer.4start,Answer.4end,Answer.4action,Answer.4justification,Answer.5start,Answer.5end,Answer.5action,Answer.5justification,Answer.6start,Answer.6end,Answer.6action,Answer.6justification,Answer.7start,Answer.7end,Answer.7action,Answer.7justification,Answer.8start,Answer.8end,Answer.8action,Answer.8justification,Answer.9start,Answer.9end,Answer.9action,Answer.9justification,Answer.10start,Answer.10end,Answer.10action,Answer.10justification,Answer.11start,Answer.11end,Answer.11action,Answer.11justification,Answer.12start,Answer.12end,Answer.12action,Answer.12justification,Answer.13start,Answer.13end,Answer.13action,Answer.13justification,Answer.14start,Answer.14end,Answer.14action,Answer.14justification,Answer.15start,Answer.15end,Answer.15action,Answer.15justification
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/115d9e12-16ebd222.mov,0,20,The car is moving slowly down the highway,"as there is heavy, slow moving traffic ahead.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/115d9e12-17808939.mov,0,19,The car is going down the street,because traffic is moving at a steady speed.,20,24,The car slows down,because the car in front is slowing down because of a bump in the road.,25,29,The car is going down the street at a steady speed,because traffic is clear.,30,35,The car pulls over to the right,because it's getting ready to turn.,36,40,The car slows down,because it's turning to the right.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/115d9e12-3d8bfc10.mov,0,4,The car exits right off a main road,as the path is clear.,5,20,The car proceeds down the road,because the street is clear.,20,28,The car slows to a stop,because it is approaching a stop sign.,28,40,"The car is stopped, waiting at a stop sign",as there is a stop sign and traffic stopped in the lane ahead.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/115d9e12-793f1ad5.mov,0,3,The car is stopped,as traffic is not moving at a red light,4,13,The car accelerates,as the light turns green and traffic slowly begins to move.,14,18,The car moves to the right,as it is making a right turn,19,20,The car accelerates,as it has completed the turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/115d9e12-83368ed4.mov,0,6,The car makes a right turn,as the road is clear.,6,19,The car proceeds down the road,since the street is clear ahead.,20,27,The car brakes and comes to a stop,because there is a stop sign ahead.,28,40,The car accelerates and drives ahead down the street,because the road is clear.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/115d9e12-8a9ad671.mov,0,7,The car stops,because it's waiting for traffic to clear.,8,11,The car accelerates,because it's making a left turn.,12,13,The car pulls into the right lane,to get past a stopped car.,14,20,The car drives down the road,because the road is empty.,21,40,The car stops,because the light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/115d9e12-f6cb9e40.mov,0,20,The car is driving down the street,as the road ahead is clear.,21,31,The car slows and comes to a stop,because the car ahead of it has stopped.,36,40,The car accelerates,as traffic ahead begins to move forward.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/115d9e12-fd31cd1b.mov,0,3,The car is driving slowly forward,because the car is passing another car that is partially in the road on the right.,4,19,The car is driving forward at normal speed.,because the path is clear.,20,24,The car is slowing down.,because the car is slowing possibly to navigate the upcoming turn.,25,32,The car is driving forward at normal speed again.,because the path is clear.,33,38,The car is veering left.,because the car is turning left onto another road.,39,40,The car is driving forward.,because the path is clear.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/115d9e12-ff1330f3.mov,0,20,The car is not moving,as it is currently parked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/11607bb9-8473aa7c.mov,0,3,The car is driving down the street,as the road ahead is clear.,4,9,The car brakes and comes to a stop,as there is a stop sign ahead.,10,16,The car is turning right,as the intersection is clear.,16,20,The car proceeds down the road,as the street is clear.,19,21,The car brakes,because there is a stop sign.,22,28,The car accelerates,as the road ahead is clear.,29,32,The car brakes and comes to a stop,because the light ahead is red.,33,40,The car is not moving,as the traffic light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/1164a0ba-e03a13a0.mov,0,40,The car is moving forward,because there is no one on the road.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/11659c5d-2b5fe71d.mov,0,13,The car is moving tentatively forward,as it drives along with traffic,14,17,The car slows and swerves to the left lane,because a large truck has started to move into the lane directly in front of it,18,18,The car drives in the left lane,as it goes around the truck,19,20,The car moves back to the right lane,as it cuts off the large truck,21,37,The car stops very fast and at an angle across the lanes,because the car in front of it has stopped,38,40,The car inches forward slightly in a jerking manner,as traffic does the same in front of it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/11659c5d-a9cf2aef.mov,0,2,The car is moving forward,as it comes to a road,3,9,The car stops,while it waits for traffic to pass by,10,16,The car makes a turn to the right,as it enters the road,17,28,The car moves forward slowly,because there is stopped traffic ahead,29,33,The car has stopped,because the cars ahead of it are at a red light,34,38,The car inches forward,since traffic is moving slightly,39,39,The car stops again,because the light is still red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/11659c5d-c9a58026.mov,0,21,The car maintains a constant speed and lane,because traffic is moving smoothly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/116d445b-a0ddd4cb.mov,0,11,The car is going down the street at a steady speed.,because the lane is empty.,12,16,The car slows down,because several cars are parked on both sides of the narrow lane.,17,33,The car comes to a stop,because the light is red.,34,40,The car begins to accelerate,because the light has turned green.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/116fb03b-0533a67b.mov,0,6,The car is driving forward in traffic,because the path is clear.,7,9,The car slows slightly.,because the car in front slowed down slightly.,10,23,The car is driving forward at normal speed.,because the road is clear.,24,28,The car has slowed down again slightly.,because the car in front has slowed down.,29,40,The car is picking up speed again.,because the car in front has started driving forward again at normal speed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/117138e4-033d0d25.mov,0,20,The car is driving down the street,as the road is clear of traffic.,20,23,The car slows down slightly,because there is a speed bump.,23,40,The car proceeds down the street,as the street is clear.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/1173c9ff-b15ec0d1.mov,0,18,The car is driving down a city street,as traffic ahead is moving steadily.,18,23,The car brakes and comes to a stop,to allow another car to merge into its lane.,23,40,The car proceeds down the street,as the lane is clear ahead.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/1175d197-90cca1e8.mov,0,22,The car is moving,because the lane is clear.,22,40,The car slows and comes to a stop,since the light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/1175dfef-00ef548f.mov,0,19,The car is driving down the highway,because traffic is clear.,20,26,The car slows down,because traffic is slowing down.,27,40,The car accelerates,because traffic starts moving again.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/1175dfef-11bd03fb.mov,0,8,The car is heading down the street at a steady pace,because traffic is moving at a steady speed.,9,22,The car slows down,because the car in front is slowing down.,23,36,The car stops,because the car in front has stopped.,37,40,The car moves forward slightly,to close the gap between it and the car in front.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/1175dfef-e68b826b.mov,0,1,The car is moving forward through an intersection,because the light is green.,2,5,The car is turning left.,because the car is entering a new street.,6,17,The veers to the right.,because the car is taking the right hand lane turnoff.,18,38,The car is moving forward.,because the path is clear.,39,40,The car is moving left.,because the car is changing lanes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/11773b3e-b7282c87.mov,0,9,The car is stopped,The vehicle ahead of the car is stopped in the roadway,9,19,The car is accelerating and moving forward,The vehicle ahead of the car has begun to move,19,22,The car is slowing to a stop.,The car is approaching an intersection with a yellow light.,22,40,The car is stopped,The car has arrived at the intersection and the light controlling the intersection has turned red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/117f391d-7acfb916.mov,0,10,The car is going down the road at a steady pace,because traffic is moving at a steady speed.,11,14,The car slows down,because the truck in front of it has slowed down.,15,23,The car is going down the road at a steady pace,because traffic is moving at a steady speed.,24,30,The car slows down,because the truck in front of it is slowing down.,31,40,The car stops,because the light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/117f55ba-63d96139.mov,0,6,The car has stopped,because the car in front of him has stopped.,7,19,The car starts to accelerate,because the road is clear.,20,26,The car slows down,because he's turning to the right.,26,29,The car accelerates,because it's turning to the left.,30,34,The car accelerate,because it's going uphill.,35,40,The car is going on at a steady pace,because the cars are moving at a steady speed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/117f55ba-6dc1985e.mov,0,6,The car is moving slowly forward,The car is approaching a school bus in the opposing lane of traffic which is stopped and displaying its stop sign,6,10,The car is accelerating,The school bus has retracted its stop sign and the car is accelerating past the school bus,10,19,The car is travelling down the road,The car has accelerated and reached the speed limit,19,22,The car is slowing to a stop,The car has stopped after passing a T intersection to its right,22,28,The car is slowly pulling forward,The car is adjusting its position after coming to a stop.,28,30,The car has stopped,The car has stopped after making its adjustment,30,40,The car is slowly reversing,The car is moving slowly backwards after stopping in the roadway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/117f55ba-abd409b9.mov,0,20,The car is driving down the highway,as the road ahead is clear.,21,25,The car moves one lane to the right,because the lane is open.,23,33,The car slows to a stop,because the light ahead is red and traffic is stopped.,36,40,The car begins to accelerate,as the light ahead turns green and traffic begins to move.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/117f55ba-bf778c91.mov,0,18,The car is driving slowly,because the traffic on the highway is heavy.,18,20,The car shifts to the left,as it moves away from traffic merging from the right.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/11815183-57a97711.mov,0,5,The car merges into the right lane,as the lane is clear.,5,20,The car proceeds down the street,as the street is clear.,21,32,"The car slows to a stop, reverses, and turns right into a parking lot","because it initially missed its intended turn, but the road is clear.",33,40,The car proceeds into the parking lot,as the area is clear of other cars.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/11824dce-efc8eff4.mov,0,20,The car is stopped,because it is parked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/1183ef80-67676319.mov,0,4,The car is stopped,because there's a stop sign.,5,21,The car accelerates,because the intersection is clear.,22,23,The car stops,because there's a stop sign.,24,32,The car heads down the lane at a steady pace,because the road is clear.,33,40,The car slows down,to pull around some cars parked by the street.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/1183f39e-521f1ce5.mov,0,28,"The car pulls forward, reverses, and parallel parks on the right side of the street",as there is an open spot to park.,29,40,The car is stationary,because it is parked on the side of the road.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/11851b04-1a5fe143.mov,0,21,The car travels down a city road at night,because the lane is clear.,21,40,The car stops,because the traffic light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/1185fa87-61d3c986.mov,0,6,The car proceeds down the road at a steady pace,because traffic is moving at a steady speed.,7,15,The car slows down,because the car in front is slowing down to make a turn.,16,19,The car accelerates,because traffic is clear.,20,40,The car comes to a stop,because the light is read.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/1189ae68-1a8ad3c6.mov,0,15,The car is slowly driving,because the traffic is getting heavy.,15,20,The car veers to the left and changes lanes,since new cars are starting to merge onto the highway.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/1189ae68-4742a8fa.mov,0,10,The car is driving forward slowly,due to traffic in front of it moving very slowly.,11,15,The car is accelerating,as traffic in front of it accelerates.,16,20,The car is driving forward,as traffic in front of it continues moving forward.,21,23,The car slows down,as traffic in front of it brakes.,24,27,The car is merging into the lane to its left,so that it can move past the slower traffic in its lane while the lane to its left is clear of impeding traffic.,28,40,The car drives forward,while it has room between it and stopped vehicles in front of it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/1189ae68-7ac199bd.mov,0,40,The car is moving slowly down a road,"as there is heavy, slow moving traffic ahead.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/1189ae68-b106c4f6.mov,0,40,The car is driving down the highway,because the road is clear and free of traffic.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/118be165-f55b37bd.mov,0,6,The car is driving forward slightly slower than the rest of traffic,because there is a car in front turning right.,7,20,The car picks up speed and continues forward.,because the car has turned and the path is clear.,21,22,The car is slowing down.,Traffic and the car in front have stopped.,23,24,The car is moving forward again.,because the car in front has started to move.,25,26,The car is moving into the left lane.,because the car is going around the car in front that has stopped again.,27,40,The car is moving forward.at a moderate pace.,because the traffic is moving forward at a medium pace.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/118ce08a-04fd30de.mov,0,40,The car is stopped,because it is parked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/118ce08a-0f9fedc3.mov,0,20,The car is reversing slowly,as it is preparing to parallel park.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/118da47c-78b4a87b.mov,0,16,The car is driving down a road,as the lane ahead is clear.,17,21,The car begins to slow down,as it is approaching stopped vehicles on the road ahead.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/11919349-7f4d1a31.mov,0,6,The car is turning left,as the road is clear.,7,14,The car slows down,because traffic ahead has slowed down.,17,21,The car come to a stop,because the traffic light ahead is red.,22,40,The car is stopped at an intersection,as the light is red and pedestrians are crossing the road.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/11919349-844013d7.mov,0,9,The car moves slowly,because there is another car up ahead.,9,20,The car pulls up behind the other car and stops,since the light turned red and someone is walking across the street.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/11919349-b2f0c992.mov,0,2,The car is stopped at an intersection,as the traffic light is red.,2,13,The car accelerates and drives down the street,because the light turns green.,14,20,The car slows to a stop,since the traffic light ahead is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/1193a31e-8f17daef.mov,0,11,The car drives forward down the street,because traffic ahead is moving.,12,20,The car gradually slows to a stop,because traffic has stopped and the light ahead is red.,20,40,The car is stationary,as the light is red and traffic is not moving.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/119de973-fafab138.mov,0,40,The car is stopped,because it is parked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/11a61ba2-adf5fd04.mov,0,6,The car maintains speed,because the road is clear.,7,13,The car slows,to make a left turn.,14,15,The car slows to a stop,because traffic is stopped.,16,20,The car is stopped,because traffic is stopped.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/11a93b51-1af6063f.mov,0,107,The car is parked and the hood is up,because it is undergoing maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/11a93b51-496acae5.mov,0,2,The car is driving forward,because the road is clear.,3,21,The car slows down slightly.,because there is a car a little bit ahead that is going slower.,22,23,The car slows down.,because the car in front is stopping.,24,25,The car stops.,because the car in front has stopped.,26,38,The car is moving forward slowly.,because the car in front has started moving forward slowly.,39,40,The car has stopped.,because traffic has stopped.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/11a93b51-57ee34c8.mov,0,32,The car maintains a constant speed and spacing with the vehicle ahead,because traffic is moving smoothly.,33,36,The car slows,because the vehicles ahead are stopped.,37,40,The car veers right,to merge into the right lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/11af6b4c-4d1af7af.mov,0,17,The car is driving down the road,because the road is clear.,18,23,The car brakes and slows to a near stop,as the car in the lane ahead has stopped.,24,40,The car accelerates and drives down the road,because the road ahead is clear and traffic is moving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/11b47a8a-0dffe086.mov,0,11,The car is heading down the street at a steady pace,because traffic is moving at a steady speed.,12,18,The car slows down,because the car in front has slowed down.,19,31,The car slows way down,because the car in front has almost come to a stop.,32,37,The car begins to accelerate,because the car in front is speeding up.,38,40,The car is going at a steady pace,because traffic is moving forward steadily.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/11b47a8a-21f7b270.mov,0,17,The car drives down a road,because traffic ahead is moving steadily.,18,21,The car slows down a bit,as the cars ahead are braking.,22,40,The car proceeds down the street,because the lane is clear and traffic is moving.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
